Event Name Clean,Date,Start Time,End Time,Day of Week,Month,Month Number,Season,Week of Year,Is Weekend,Start Hour,Time of Day,Duration (hours),Duration Category,Artists,Number of Artists,Has Artists,Venue,Venue Clean,Is TBA Venue,Number of guests attending,Attendance Category,Has Attendance Data,Genres,Primary Genre,Number of Genres,Genre IDs,Event URL,Promoter/Series,Is Cancelled
Buddy System,2025-10-25,2025-10-25 22:00:00,2025-10-26 03:00:00,Saturday,October,10,Fall,43,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"WERK (2), starbaby, Anarchique, $40 Lawn Chair",4,True,TBA - The Well - 2111 Main St.,The Well - 2111 Main St.,True,35,Small (0-50),True,"Techno, Club",Techno,2,"5, 39",/events/2276061,Other,False
Where House¿ vol.1,2025-10-25,2025-10-25 19:00:00,2025-10-25 23:00:00,Saturday,October,10,Fall,43,True,19,Evening (5pm-10pm),4.0,Medium (3-6 hrs),The Ryze,1,True,The Hargrove,The Hargrove,False,24,Small (0-50),True,House,House,1,6,/events/2283461,Other,False
ZAP! #20,2025-10-25,2025-10-25 23:00:00,2025-10-26 04:00:00,Saturday,October,10,Fall,43,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),ZAP! Deejays,1,True,TBA,TBA,True,19,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2281556,Other,False
CHAOTICA: Battle Royale,2025-10-25,2025-10-25 20:00:00,2025-10-26 03:00:00,Saturday,October,10,Fall,43,True,20,Evening (5pm-10pm),7.0,Long (6+ hrs),hainafromchina,1,True,Skylight Warehouse,Skylight Warehouse,False,8,Small (0-50),True,"Pop, Electronica",Pop,2,"30, 75",/events/2280338,CHAOTICA,False
Geese,2025-10-25,2025-10-25 19:00:00,2025-10-25 23:00:00,Saturday,October,10,Fall,43,True,19,Evening (5pm-10pm),4.0,Medium (3-6 hrs),,0,False,Hollywood Theatre,Hollywood Theatre,False,4,Small (0-50),True,"Experimental, Post-Punk",Experimental,2,"25, 55",/events/2280500,Other,False
1788-L at SUBculture Saturdays,2025-10-25,2025-10-25 22:00:00,2025-10-26 03:00:00,Saturday,October,10,Fall,43,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),,0,False,The Red Room,The Red Room,False,3,Small (0-50),True,"Bass, Dubstep",Bass,2,"12, 24",/events/2281174,Other,False
RHYTHM of THE NiGHT // 90's halloween dance party,2025-10-25,2025-10-25 21:30:00,2025-10-26 02:30:00,Saturday,October,10,Fall,43,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,The Birdhouse,The Birdhouse,False,0,No data,False,Club,Club,1,39,/events/2281291,Other,False
Exit Door,2025-10-25,2025-10-25 20:00:00,2025-10-26 01:00:00,Saturday,October,10,Fall,43,True,20,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,TBA,TBA,True,13,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2266145,Other,True
"Gorg-O-Mish presents: Subb-an + Leon V, Jared Love, Neuro, Tienn",2025-10-26,2025-10-26 01:00:00,2025-10-26 08:00:00,Sunday,October,10,Fall,43,True,1,Late Night (10pm-6am),7.0,Long (6+ hrs),"Subb-an, Jared Love, Tienn",3,True,Gorg-O-Mish,Gorg-O-Mish,False,19,Small (0-50),True,"Tech House, Minimal",Tech House,2,"15, 18",/events/2278077,Gorg-O-Mish presents,False
Halloween ( lé THURS ),2025-10-30,2025-10-30 22:00:00,2025-10-31 02:00:00,Thursday,October,10,Fall,44,False,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"Macca Grills, 87DOVE",2,True,Hello Goodbye,Hello Goodbye,False,22,Small (0-50),True,House,House,1,6,/events/2282584,Other,False
ODD HALLOWEEN,2025-10-30,2025-10-30 23:59:00,2025-10-31 06:00:00,Thursday,October,10,Fall,44,False,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,520 Alexander Street,520 Alexander Street,False,7,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2283719,Other,False
Habibi Paradise,2025-10-30,2025-10-30 21:00:00,2025-10-31 00:30:00,Thursday,October,10,Fall,44,False,21,Evening (5pm-10pm),3.5,Medium (3-6 hrs),,0,False,The Lido,The Lido,False,6,Small (0-50),True,"Disco, Electronica",Disco,2,"21, 75",/events/2288834,Other,False
HALLOWEEN,2025-10-31,2025-10-31 22:00:00,2025-11-02 06:00:00,Friday,October,10,Fall,44,True,22,Late Night (10pm-6am),32.0,Long (6+ hrs),"Ken Ishii, Anja Schneider, LUIS MIRANDA, Marc DePulse, Paradoks, Behrad Tehrani, C-Star, David Alcaniz, DK PAU, Eddie Santini, EtOH, Evan Espinoza, HEU (CA), Höwley, POPU, Lalo Campo, Mario DV, Marist, Mattemüs, Mike McSuede, Project Mavara, QuaranTünes, Paul Franc, Shades of Day, Sirena .';-, Thomas Workshop",26,True,Industrial 236,Industrial 236,False,1736,Very Large (300+),True,"Techno, House",Techno,2,"5, 6",/events/2235804,Other,False
"DOLLY Halloween with Legowelt (Live) + RiDylan (Live), ephemeral objects (DJ/VJ), Scott W",2025-10-31,2025-10-31 22:00:00,2025-11-01 05:00:00,Friday,October,10,Fall,44,True,22,Late Night (10pm-6am),7.0,Long (6+ hrs),"Legowelt, RiDylan, ephemeral objects, Scott W.",4,True,Platform9,Platform9,False,448,Very Large (300+),True,"Techno, Electro",Techno,2,"5, 16",/events/2186290,Other,False
Full House Halloween,2025-10-31,2025-10-31 23:00:00,2025-11-01 05:00:00,Friday,October,10,Fall,44,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Dane, Max Ulis, DJ dood, Weezie",4,True,TBA - Fortress,Fortress,True,330,Very Large (300+),True,"Techno, House",Techno,2,"5, 6",/events/2266315,Other,False
LIVID: HARD TECHNO HALLOWEEN,2025-10-31,2025-10-31 22:00:00,2025-11-01 06:00:00,Friday,October,10,Fall,44,True,22,Late Night (10pm-6am),8.0,Long (6+ hrs),"Sam AK, Wonderboi, EtOH",3,True,Vantek Warehouse,Vantek Warehouse,False,279,Large (150-300),True,"Hardcore, Industrial",Hardcore,2,"11, 47",/events/2279450,LIVID,False
"Obscurus: Jonah K, Daega Sound, Biishop, Feelgood",2025-10-31,2025-10-31 22:00:00,2025-11-01 04:00:00,Friday,October,10,Fall,44,True,22,Late Night (10pm-6am),6.0,Long (6+ hrs),"Daega Sound, Jonah K, Feelgood, BiiSHoP",4,True,TBA - The Deli,The Deli,True,183,Large (150-300),True,"Drum & Bass, Bass",Drum & Bass,2,"4, 12",/events/2257850,Obscurus,False
"SUNWAVE - HALLOWEEN PARTY 2025 at Heritage Hall, Vancouver",2025-10-31,2025-10-31 18:00:00,2025-11-01 00:00:00,Friday,October,10,Fall,44,True,18,Evening (5pm-10pm),6.0,Long (6+ hrs),"K.A.S.H, Afrooz, HERA (MX), Lord Loubbit, Walter Wack",5,True,TBA - Heritage Hall 3102 Main St,Heritage Hall 3102 Main St,True,51,Medium (50-150),True,"Techno, Tech House",Techno,2,"5, 15",/events/2276368,SUNWAVE,False
Halloween 2025,2025-10-31,2025-10-31 23:00:00,2025-11-01 06:00:00,Friday,October,10,Fall,44,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Slim Media Player, INNEZZ, Hashman Deejay, DJ Hannah, Gi Gi, dj_2button",6,True,TBA - Pangea,Pangea,True,27,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2286781,Other,False
Dooms Night 2025,2025-10-31,2025-10-31 18:00:00,2025-11-01 23:00:00,Friday,October,10,Fall,44,True,18,Evening (5pm-10pm),29.0,Long (6+ hrs),Maddix,1,True,Pacific Coliseum,Pacific Coliseum,False,20,Small (0-50),True,,Unknown,0,,/events/2201065,Other,False
CLUB DEMONZ,2025-10-31,2025-10-31 19:30:00,2025-11-01 00:30:00,Friday,October,10,Fall,44,True,19,Evening (5pm-10pm),5.0,Medium (3-6 hrs),Steph Tsunami,1,True,TBA - 1109 Commercial Dr,1109 Commercial Dr,True,8,Small (0-50),True,"Breakbeat, Bass",Breakbeat,2,"3, 12",/events/2276138,Other,False
Chromeo DJ SET,2025-10-31,2025-10-31 22:30:00,2025-11-01 02:00:00,Friday,October,10,Fall,44,True,22,Late Night (10pm-6am),3.5,Medium (3-6 hrs),"Chromeo, Pat Lok",2,True,The Pearl,The Pearl,False,8,Small (0-50),True,"Disco, Pop",Disco,2,"21, 30",/events/2237553,Other,False
"SkiiTour ""Aprés Scream""",2025-10-31,2025-10-31 21:00:00,2025-11-01 01:00:00,Friday,October,10,Fall,44,True,21,Evening (5pm-10pm),4.0,Medium (3-6 hrs),"SkiiTour, Smalltown DJs",2,True,Hollywood Theatre,Hollywood Theatre,False,7,Small (0-50),True,"House, Club",House,2,"6, 39",/events/2280501,Other,False
BLOOD RAVE,2025-10-31,2025-10-31 22:00:00,2025-11-01 03:00:00,Friday,October,10,Fall,44,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),,0,False,Lobe Studio,Lobe Studio,False,5,Small (0-50),True,"EBM, Industrial",EBM,2,"43, 47",/events/2288855,Other,False
‍BIRDHOUSE HALLOWEEN ‍// Queer Dance Party,2025-10-31,2025-10-31 22:00:00,2025-11-01 03:00:00,Friday,October,10,Fall,44,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),,0,False,The Birdhouse,The Birdhouse,False,4,Small (0-50),True,,Unknown,0,,/events/2281280,Other,False
Club Roxy Gialloween,2025-10-31,2025-10-31 21:00:00,2025-11-01 02:00:00,Friday,October,10,Fall,44,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),"Roxy Motorola, DJ D.Dee",2,True,The Lido,The Lido,False,4,Small (0-50),True,"Disco, Italo Disco",Disco,2,"21, 48",/events/2282582,Other,False
THE SHiNiNG - Haunted Hotel Party at The Waldorf,2025-10-31,2025-10-31 21:00:00,2025-11-01 03:00:00,Friday,October,10,Fall,44,True,21,Evening (5pm-10pm),6.0,Long (6+ hrs),"Hubbz, Sheps, Spiltmilk",3,True,At The Waldorf Hotel,At The Waldorf Hotel,False,3,Small (0-50),True,"House, Funk / Soul",House,2,"6, 26",/events/2291701,THE SHiNiNG,False
Niki Sadeki @Vancouver Soma Music Hub,2025-10-31,2025-10-31 23:59:00,2025-11-01 07:00:00,Friday,October,10,Fall,44,True,23,Late Night (10pm-6am),7.016666666666667,Long (6+ hrs),"Niki Sadeki, STILL LNDN, Simon Neviani, electrocabbage",4,True,Soma Music Hub,Soma Music Hub,False,2,Small (0-50),True,"Progressive House, Deep House",Progressive House,2,"1, 20",/events/2293833,Other,False
Chamber of Shadows,2025-10-31,2025-10-31 20:00:00,2025-11-01 03:00:00,Friday,October,10,Fall,44,True,20,Evening (5pm-10pm),7.0,Long (6+ hrs),,0,False,TBA - Private Manor,Private Manor,True,0,No data,False,"House, Dubstep",House,2,"6, 24",/events/2290363,Other,False
The Ryze Radio // Sensational Listening Sessions #7 feat. Tei Shi,2025-10-31,2025-10-31 18:00:00,2025-10-31 23:59:00,Friday,October,10,Fall,44,True,18,Evening (5pm-10pm),5.983333333333333,Medium (3-6 hrs),The Ryze,1,True,Bleach Listening Room,Bleach Listening Room,False,0,No data,False,"Pop, Electronica",Pop,2,"30, 75",/events/2292656,Other,False
HALLOWEEN,2025-10-31,2025-10-31 22:00:00,2025-11-02 06:00:00,Friday,October,10,Fall,44,True,22,Late Night (10pm-6am),32.0,Long (6+ hrs),"Ken Ishii, Anja Schneider, LUIS MIRANDA, Marc DePulse, Paradoks, Behrad Tehrani, C-Star, David Alcaniz, DK PAU, Eddie Santini, EtOH, Evan Espinoza, HEU (CA), Höwley, POPU, Lalo Campo, Mario DV, Marist, Mattemüs, Mike McSuede, Project Mavara, QuaranTünes, Paul Franc, Shades of Day, Sirena .';-, Thomas Workshop",26,True,Industrial 236,Industrial 236,False,1736,Very Large (300+),True,"Techno, House",Techno,2,"5, 6",/events/2235804,Other,False
Laurel Halo,2025-11-01,2025-11-01 23:00:00,2025-11-02 04:00:00,Saturday,November,11,Fall,44,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Laurel Halo, Pender Street Steppers",2,True,Platform9,Platform9,False,172,Large (150-300),True,"Techno, House",Techno,2,"5, 6",/events/2263657,Other,False
Super Spooky Dance Party,2025-11-01,2025-11-01 22:00:00,2025-11-02 04:00:00,Saturday,November,11,Fall,44,True,22,Late Night (10pm-6am),6.0,Long (6+ hrs),"alecks, Dairy Free",2,True,TBA - Fortress,Fortress,True,224,Large (150-300),True,,Unknown,0,,/events/2274149,Other,False
Don Gaucho Audio - Día de los Muertos: Mihai Popoviciu,2025-11-01,2025-11-01 22:00:00,2025-11-02 02:00:00,Saturday,November,11,Fall,44,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),Mihai Popoviciu,1,True,"TBA - Gorg-O-Mish - 695 Smithe St, Vancouver","Gorg-O-Mish - 695 Smithe St, Vancouver",True,99,Medium (50-150),True,"House, Minimal",House,2,"6, 18",/events/2281821,Don Gaucho Audio - Día de los Muertos,False
Dooms Night 2025,2025-10-31,2025-10-31 18:00:00,2025-11-01 23:00:00,Friday,October,10,Fall,44,True,18,Evening (5pm-10pm),29.0,Long (6+ hrs),Maddix,1,True,Pacific Coliseum,Pacific Coliseum,False,20,Small (0-50),True,,Unknown,0,,/events/2201065,Other,False
Chromeo DJ SET,2025-11-01,2025-11-01 22:00:00,2025-11-02 02:00:00,Saturday,November,11,Fall,44,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"Chromeo, Pat Lok",2,True,"TBA - Upstairs in Victoria, BC","Upstairs in Victoria, BC",True,3,Small (0-50),True,"Disco, Pop",Disco,2,"21, 30",/events/2237558,Other,False
MASHKAWOW - EtOH b2b WERK,2025-11-01,2025-11-01 18:00:00,2025-11-01 20:00:00,Saturday,November,11,Fall,44,True,18,Evening (5pm-10pm),2.0,Short (< 3 hrs),"EtOH, WERK (2)",2,True,TBA - Bside Radio,Bside Radio,True,3,Small (0-50),True,"Techno, Club",Techno,2,"5, 39",/events/2295318,MASHKAWOW,False
SUBculture Halloween with Jaenga and Defunk,2025-11-01,2025-11-01 21:30:00,2025-11-02 03:00:00,Saturday,November,11,Fall,44,True,21,Evening (5pm-10pm),5.5,Medium (3-6 hrs),Kermode,1,True,The Red Room,The Red Room,False,2,Small (0-50),True,"Bass, Dubstep",Bass,2,"12, 24",/events/2281185,Other,False
Man Up Halloween: MURDER ON THE DANCEFLOOR,2025-11-01,2025-11-01 21:00:00,2025-11-02 02:30:00,Saturday,November,11,Fall,44,True,21,Evening (5pm-10pm),5.5,Medium (3-6 hrs),Andre Rose,1,True,The Birdhouse,The Birdhouse,False,2,Small (0-50),True,"Disco, Club",Disco,2,"21, 39",/events/2281284,Man Up Halloween,False
HAUNTED FOREST,2025-11-01,2025-11-01 23:59:00,2025-11-02 06:00:00,Saturday,November,11,Fall,44,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,TBA - Secret Outdoor Location,Secret Outdoor Location,True,2,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2291680,Other,False
All My Friends,2025-11-01,2025-11-01 21:00:00,2025-11-02 02:00:00,Saturday,November,11,Fall,44,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,The Lido,The Lido,False,2,Small (0-50),True,"Disco, Electronica",Disco,2,"21, 75",/events/2291683,Other,False
Liminal Space Ep.20,2025-11-01,2025-11-01 16:00:00,2025-11-01 18:00:00,Saturday,November,11,Fall,44,True,16,Afternoon (12pm-5pm),2.0,Short (< 3 hrs),"VioletNoise, Bronsön",2,True,TBA - Bside Radio,Bside Radio,True,2,Small (0-50),True,"Techno, Electro",Techno,2,"5, 16",/events/2293784,Other,False
Coffin Club Halloween 2025,2025-11-01,2025-11-01 23:00:00,2025-11-02 06:00:00,Saturday,November,11,Fall,44,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Pandemonium, Vortex x, Charlotte (FR)",3,True,The Red Room,The Red Room,False,0,No data,False,"EBM, New Wave",EBM,2,"43, 53",/events/2291688,Other,False
Infidels Jazz Presents: Keyboard Grinder Plays Nujabes,2025-11-01,2025-11-01 19:30:00,2025-11-01 22:00:00,Saturday,November,11,Fall,44,True,19,Evening (5pm-10pm),2.5,Short (< 3 hrs),,0,False,The Rec Room Granville,The Rec Room Granville,False,0,No data,False,"Hip-Hop, Jazz",Hip-Hop,2,"9, 29",/events/2294705,Infidels Jazz Presents,False
Hall-O-Mish: G-Luve + QUEST,2025-11-01,2025-11-01 02:00:00,2025-11-01 08:00:00,Saturday,November,11,Fall,44,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),,0,False,Gorg-O-Mish,Gorg-O-Mish,False,0,No data,False,"House, Tech House",House,2,"6, 15",/events/2295304,Hall-O-Mish,False
"Hall-O-Mish: Karsten Sollors, Madam Lola, Meester Jake",2025-11-02,2025-11-02 02:00:00,2025-11-02 08:00:00,Sunday,November,11,Fall,44,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),Karsten Sollors,1,True,Gorg-O-Mish,Gorg-O-Mish,False,5,Small (0-50),True,"House, Tech House",House,2,"6, 15",/events/2295306,Hall-O-Mish,False
POiSON GiRL FRiEND with IMU,2025-11-04,2025-11-04 19:00:00,2025-11-04 23:00:00,Tuesday,November,11,Fall,45,False,19,Evening (5pm-10pm),4.0,Medium (3-6 hrs),POiSON GiRL FRiEND,1,True,The Rickshaw Theatre,The Rickshaw Theatre,False,0,No data,False,Experimental,Experimental,1,25,/events/2297770,Other,False
Going to Ground with Bobby Myseh,2025-11-06,2025-11-06 20:00:00,2025-11-06 22:00:00,Thursday,November,11,Fall,45,False,20,Evening (5pm-10pm),2.0,Short (< 3 hrs),Bobby Myseh,1,True,Lobe Studio,Lobe Studio,False,2,Small (0-50),True,"Ambient, Downtempo",Ambient,2,"19, 22",/events/2290950,Other,False
Surround Sound,2025-11-06,2025-11-06 21:00:00,2025-11-07 01:00:00,Thursday,November,11,Fall,45,False,21,Evening (5pm-10pm),4.0,Medium (3-6 hrs),,0,False,The Lido,The Lido,False,1,Small (0-50),True,"Disco, Funk / Soul",Disco,2,"21, 26",/events/2296899,Other,False
VANTEK RECORDS LAUNCH PARTY,2025-11-07,2025-11-07 23:00:00,2025-11-08 06:00:00,Friday,November,11,Fall,45,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Fizch, Truant J, Son Of Magnus, Quest (CA)",4,True,Vantek Warehouse,Vantek Warehouse,False,237,Large (150-300),True,Techno,Techno,1,5,/events/2292640,Other,False
bullet tooth (Vancouver),2025-11-07,2025-11-07 22:00:00,2025-11-08 02:00:00,Friday,November,11,Fall,45,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"bullet tooth, Kozue, Danny Mal",3,True,Industrial 236,Industrial 236,False,103,Medium (50-150),True,"House, Garage",House,2,"6, 13",/events/2240365,Other,False
"VANTEK PRESENTS: Zisko, Menace, VARON, Fizch",2025-11-07,2025-11-07 23:00:00,2025-11-08 06:00:00,Friday,November,11,Fall,45,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Zisko, MENACE., VARON, Fizch",4,True,Vantek Warehouse,Vantek Warehouse,False,39,Small (0-50),True,Techno,Techno,1,5,/events/2178233,VANTEK PRESENTS,True
"Turbo Tweak: Lil Kevo 303 with Hitori Tori, Lootcanal, RiDylan, KABUTO",2025-11-07,2025-11-07 22:00:00,2025-11-08 03:00:00,Friday,November,11,Fall,45,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Lil Kevo 303, Hitori Tori, RiDylan",3,True,TBA - The Deli,The Deli,True,52,Medium (50-150),True,"Hardcore, Breakcore",Hardcore,2,"11, 36",/events/2280502,Turbo Tweak,False
GEE LEE,2025-11-07,2025-11-07 22:00:00,2025-11-08 02:00:00,Friday,November,11,Fall,45,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),GEE LEE,1,True,Fortune Sound Club,Fortune Sound Club,False,8,Small (0-50),True,UK Funky,UK Funky,1,57,/events/2231869,Other,False
The Balearic Barndance,2025-11-07,2025-11-07 23:00:00,2025-11-08 02:00:00,Friday,November,11,Fall,45,True,23,Late Night (10pm-6am),3.0,Medium (3-6 hrs),Bobby Myseh,1,True,The Lido,The Lido,False,7,Small (0-50),True,Balearic,Balearic,1,35,/events/2296902,Other,False
"VANTEK: ABDENDRIEL, CHURCH OF MOLLY, DK PAU, FALSE IDOLL",2025-11-08,2025-11-08 23:00:00,2025-11-09 06:00:00,Saturday,November,11,Fall,45,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),DK PAU,1,True,Vantek Warehouse,Vantek Warehouse,False,263,Large (150-300),True,Techno,Techno,1,5,/events/2279391,VANTEK,False
"EE X RTR X CYNIKIL: Charlie Sparks, ALOKIN B2B Behrad Tehrani, Heu",2025-11-08,2025-11-08 22:30:00,2025-11-09 03:30:00,Saturday,November,11,Fall,45,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Charlie Sparks, ALOKIN, Behrad Tehrani, HEU (CA)",4,True,Enso,Enso,False,330,Very Large (300+),True,Techno,Techno,1,5,/events/2218346,EE X RTR X CYNIKIL,False
Altered Soul,2025-11-08,2025-11-08 23:00:00,2025-11-09 05:00:00,Saturday,November,11,Fall,45,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Beiti, HERA (MX), Andre Rose",3,True,TBA,TBA,True,143,Medium (50-150),True,"Techno, House",Techno,2,"5, 6",/events/2280029,Other,False
Fraser Lab Sessions,2025-11-08,2025-11-08 21:00:00,2025-11-09 02:00:00,Saturday,November,11,Fall,45,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),Re:Set (US),1,True,Calabash Bistro,Calabash Bistro,False,93,Medium (50-150),True,Tech House,Tech House,1,15,/events/2288019,Other,False
Buddy System Mystery,2025-11-08,2025-11-08 20:00:00,2025-11-09 03:00:00,Saturday,November,11,Fall,45,True,20,Evening (5pm-10pm),7.0,Long (6+ hrs),,0,False,TBA - The Well - 2111 Main St.,The Well - 2111 Main St.,True,30,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2298803,Other,False
The Sound of The Underground,2025-11-08,2025-11-08 23:00:00,2025-11-09 06:00:00,Saturday,November,11,Fall,45,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),,0,False,TBA,TBA,True,8,Small (0-50),True,"Bass, Dubstep",Bass,2,"12, 24",/events/2285040,Other,False
One Year Of BlackBox®,2025-11-08,2025-11-08 21:00:00,2025-11-09 02:00:00,Saturday,November,11,Fall,45,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,The Lido,The Lido,False,8,Small (0-50),True,"House, Disco",House,2,"6, 21",/events/2296908,Other,False
EAT YOUR VEGGIS TOUR,2025-11-08,2025-11-08 22:00:00,2025-11-09 02:00:00,Saturday,November,11,Fall,45,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),,0,False,Fortune Sound Club,Fortune Sound Club,False,1,Small (0-50),True,"House, Hip-Hop",House,2,"6, 9",/events/2292766,Other,False
"Nina/DE-TÜ with Sundog, Pete Shredz, and Jackalope - in Squamish, B.C",2025-11-08,2025-11-08 21:00:00,2025-11-09 02:00:00,Saturday,November,11,Fall,45,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,TBA - Squamish,Squamish,True,1,Small (0-50),True,"Dubstep, Jungle",Dubstep,2,"24, 49",/events/2293768,Nina/DE,False
Body Code,2025-11-08,2025-11-08 22:30:00,2025-11-09 02:00:00,Saturday,November,11,Fall,45,True,22,Late Night (10pm-6am),3.5,Medium (3-6 hrs),,0,False,The Cobalt,The Cobalt,False,1,Small (0-50),True,"Techno, EBM",Techno,2,"5, 43",/events/2297732,Other,False
claire rousay presents a little death w/ Gretchen Korsmo,2025-11-08,2025-11-08 19:00:00,2025-11-08 22:00:00,Saturday,November,11,Fall,45,True,19,Evening (5pm-10pm),3.0,Medium (3-6 hrs),claire rousay,1,True,The Wise Hall,The Wise Hall,False,1,Small (0-50),True,Experimental,Experimental,1,25,/events/2297748,Other,False
Stuck Production presents: The Toy Car Issue #2 Magazine Release Party,2025-11-08,2025-11-08 22:00:00,2025-11-09 02:00:00,Saturday,November,11,Fall,45,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"Dairy Free, dj_2button",2,True,"TBA - China Cloud Studios - 524 Main St, Vancouver","China Cloud Studios - 524 Main St, Vancouver",True,1,Small (0-50),True,"Techno, Balearic",Techno,2,"5, 35",/events/2300695,Stuck Production presents,False
Direct from Cuba: YOMIL Live in Concert,2025-11-09,2025-11-09 19:00:00,2025-11-10 00:30:00,Sunday,November,11,Fall,45,True,19,Evening (5pm-10pm),5.5,Medium (3-6 hrs),,0,False,The Red Room,The Red Room,False,0,No data,False,"Reggaeton, Dembow",Reggaeton,2,"63, 70",/events/2285797,Direct from Cuba,False
Nordic Trax: RELEASE: Remembrance Day Special,2025-11-10,2025-11-10 22:00:00,2025-11-11 03:00:00,Monday,November,11,Fall,46,False,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),,0,False,"TBA - The Penthouse Nightclub (Upstairs), 1019 Seymour St, Vancouver BC","The Penthouse Nightclub (Upstairs), 1019 Seymour St, Vancouver BC",True,47,Small (0-50),True,"House, Deep House",House,2,"6, 20",/events/2274544,Nordic Trax,False
Sean Nicolas Savage with Aiden Ayers *NEW DATE & VENUE*,2025-11-11,2025-11-11 19:00:00,2025-11-11 22:00:00,Tuesday,November,11,Fall,46,False,19,Evening (5pm-10pm),3.0,Medium (3-6 hrs),,0,False,Hero's Welcome,Hero's Welcome,False,63,Medium (50-150),True,,Unknown,0,,/events/2162941,Other,False
The Ryze Radio // Sensational Listening Session #8,2025-11-12,2025-11-12 18:00:00,2025-11-12 23:00:00,Wednesday,November,11,Fall,46,False,18,Evening (5pm-10pm),5.0,Medium (3-6 hrs),The Ryze,1,True,Bleach Listening Room,Bleach Listening Room,False,0,No data,False,"Jazz, Electronica",Jazz,2,"29, 75",/events/2303379,Other,False
Weekday Sound Arts 03 at Red Gate,2025-11-13,2025-11-13 20:00:00,2025-11-13 23:00:00,Thursday,November,11,Fall,46,False,20,Evening (5pm-10pm),3.0,Medium (3-6 hrs),,0,False,Red Gate Arts Society,Red Gate Arts Society,False,7,Small (0-50),True,"Experimental, Noise",Experimental,2,"25, 54",/events/2295908,Other,False
le THURS: Jordan Gill x Moncada (JMG Birthday Set),2025-11-13,2025-11-13 22:00:00,2025-11-14 02:00:00,Thursday,November,11,Fall,46,False,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),,0,False,Hello Goodbye,Hello Goodbye,False,2,Small (0-50),True,,Unknown,0,,/events/2302280,le THURS,False
VANTEK X Vault Sessions,2025-11-14,2025-11-14 23:00:00,2025-11-15 06:00:00,Friday,November,11,Fall,46,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Ø [Phase], Lobster (NL), VSC (Vault Sessions Collective), POPU, DK PAU",5,True,Industrial 236,Industrial 236,False,186,Large (150-300),True,Techno,Techno,1,5,/events/2267209,Other,False
VANTEK X RUFFNECK: RUFF//CUT,2025-11-14,2025-11-14 23:00:00,2025-11-15 06:00:00,Friday,November,11,Fall,46,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"mku_, Azmada",2,True,Vantek Warehouse,Vantek Warehouse,False,165,Large (150-300),True,Garage,Garage,1,13,/events/2288904,VANTEK X RUFFNECK,False
